comment_id,seg_id,rb_seg_text,uns_seg_text,hyb_seg_text,seg_text,rb_terms_raw,unsup_terms_raw,hyb_terms_raw,rb_terms,unsup_terms,hyb_terms,silver_terms_raw,n_silver_raw,rule_based_prec_raw,rule_based_rec_raw,unsupervised_prec_raw,unsupervised_rec_raw,hybrid_topk_prec_raw,hybrid_topk_rec_raw
393,1,Minimal ada rencana beberapa tahun kedepan.,Minimal ada rencana beberapa tahun kedepan.,Minimal ada rencana beberapa tahun kedepan.,Minimal ada rencana beberapa tahun kedepan.,['rencana'],['rencana'],['rencana'],['rencana'],['rencana'],['rencana'],['rencana'],1,1.0,1.0,1.0,1.0,1.0,1.0
393,2,Lagian gak ekonomis juga.,Lagian gak ekonomis juga.,Lagian gak ekonomis juga.,Lagian gak ekonomis juga.,[],[],[],[],[],[],[],0,1.0,1.0,1.0,1.0,1.0,1.0
393,3,"Gue pernah baca, wind atau solar lebih murah.","Gue pernah baca, wind atau solar lebih murah.","Gue pernah baca, wind atau solar lebih murah.","Gue pernah baca, wind atau solar lebih murah.","['wind', 'surya']",['surya'],['wind'],"['wind', 'surya']",['surya'],['wind'],['surya'],1,0.5,1.0,1.0,1.0,0.0,0.0
394,0,wind atau solar murah karena datanya diambil/dicampur dari negara2 yang potensinya gede.Coba ambil yang potensinya kecil atau biasa2 aja.,wind atau solar murah karena datanya diambil/dicampur dari negara2 yang potensinya gede.Coba ambil yang potensinya kecil atau biasa2 aja.,wind atau solar murah karena datanya diambil/dicampur dari negara2 yang potensinya gede.Coba ambil yang potensinya kecil atau biasa2 aja.,wind atau solar murah karena datanya diambil/dicampur dari negara2 yang potensinya gede.Coba ambil yang potensinya kecil atau biasa2 aja.,"['wind', 'surya murah', 'data', 'negara', 'potensi besar.coba', 'potensi']","['surya', 'negara']",['wind'],"['wind', 'surya murah', 'data', 'negara', 'potensi besar.coba', 'potensi']","['surya', 'negara']",['wind'],['negara'],1,0.16666666666666666,1.0,0.5,1.0,0.0,0.0
394,1,Contoh nih Jepang.,Contoh nih Jepang.,Contoh nih Jepang.,Contoh nih Jepang.,"['contoh', 'jepang']",['contoh'],['jepang'],"['contoh', 'jepang']",['contoh'],['jepang'],['contoh'],1,0.5,1.0,1.0,1.0,0.0,0.0
394,2,Dari paling mahal ke murah itu: Solar (residential) > Wind (offshore) > Solar (utility) > Hydro > Wind onshore > Coal > Gas > Nuclear Contoh lainnya Korea Wind offshore,Dari paling mahal ke murah itu: Solar (residential) > Wind (offshore) > Solar (utility) > Hydro > Wind onshore > Coal > Gas > Nuclear Contoh lainnya Korea Wind offshore,Dari paling mahal ke murah itu: Solar (residential) > Wind (offshore) > Solar (utility) > Hydro > Wind onshore > Coal > Gas > Nuclear Contoh lainnya Korea Wind offshore,Dari paling mahal ke murah itu: Solar (residential) > Wind (offshore) > Solar (utility) > Hydro > Wind onshore > Coal > Gas > Nuclear Contoh lainnya Korea Wind offshore,"['residential', 'wind', 'offshore', 'surya', 'utility', 'hydro', 'onshore', 'batubara gas', 'gas nuklir', 'nuklir', 'contoh', 'korea']","['gas', 'nuklir', 'hydro', 'contoh']","['wind', 'offshore', 'hydro']","['residential', 'wind', 'offshore', 'surya', 'utility', 'hydro', 'onshore', 'batubara gas', 'gas nuklir', 'nuklir', 'contoh', 'korea']","['gas', 'nuklir', 'hydro', 'contoh']","['wind', 'offshore', 'hydro']","['contoh', 'hydro', 'nuklir']",3,0.25,1.0,0.75,1.0,0.3333333333333333,0.3333333333333333
394,3,Gas > Nuclear Contoh lainnya Korea Wind offshore > Wind (onshore) > Solar (residential) > Solar (utility) > Gas > Coal > Nuclear Bandingin sama Aussie yang gede banget potensinya,Gas > Nuclear Contoh lainnya Korea Wind offshore > Wind (onshore) > Solar (residential) > Solar (utility) > Gas > Coal > Nuclear Bandingin sama Aussie yang gede banget potensinya,Gas > Nuclear Contoh lainnya Korea Wind offshore > Wind (onshore) > Solar (residential) > Solar (utility) > Gas > Coal > Nuclear Bandingin sama Aussie yang gede banget potensinya,Gas > Nuclear Contoh lainnya Korea Wind offshore > Wind (onshore) > Solar (residential) > Solar (utility) > Gas > Coal > Nuclear Bandingin sama Aussie yang gede banget potensinya,"['gas nuklir contoh', 'nuklir', 'contoh', 'korea', 'wind', 'offshore', 'onshore', 'residential utility', 'utility gas', 'gas batubara', 'batubara nuklir', 'aussie', 'potensi', 'gas']","['nuklir', 'gas', 'batubara', 'contoh']","['gas', 'korea', 'aussie']","['gas nuklir contoh', 'nuklir', 'contoh', 'korea', 'wind', 'offshore', 'onshore', 'residential utility', 'utility gas', 'gas batubara', 'batubara nuklir', 'aussie', 'potensi', 'gas']","['nuklir', 'gas', 'batubara', 'contoh']","['gas', 'korea', 'aussie']","['contoh', 'gas', 'nuklir']",3,0.21428571428571427,1.0,0.75,1.0,0.3333333333333333,0.3333333333333333
394,4,Nuclear Bandingin sama Aussie yang gede banget potensinya jadinya solar sama wind,Nuclear Bandingin sama Aussie yang gede banget potensinya jadinya solar sama wind,Nuclear Bandingin sama Aussie yang gede banget potensinya jadinya solar sama wind,Nuclear Bandingin sama Aussie yang gede banget potensinya jadinya solar sama wind,"['nuklir', 'aussie', 'potensi', 'surya', 'wind']","['surya', 'nuklir']","['wind', 'aussie']","['nuklir', 'aussie', 'potensi', 'surya', 'wind']","['surya', 'nuklir']","['wind', 'aussie']","['nuklir', 'surya']",2,0.4,1.0,1.0,1.0,0.0,0.0
394,5,jadi yang paling murah Di Indonesia ya sayangnya potensinya kecil banget untuk ukuran demandnya,jadi yang paling murah Di Indonesia ya sayangnya potensinya kecil banget untuk ukuran demandnya,jadi yang paling murah Di Indonesia ya sayangnya potensinya kecil banget untuk ukuran demandnya,jadi yang paling murah Di Indonesia ya sayangnya potensinya kecil banget untuk ukuran demandnya,"['indonesia', 'murah sayang', 'potensi', 'ukuran demand', 'demand']",['indonesia'],"['ukuran demand', 'demand']","['indonesia', 'murah sayang', 'potensi', 'ukuran demand', 'demand']",['indonesia'],"['ukuran demand', 'demand']",['indonesia'],1,0.2,1.0,1.0,1.0,0.0,0.0
395,0,"Sorry, maksud gue solar dibanding coal carbon capture (coal doang murah, tapi gak green).","Sorry, maksud gue solar dibanding coal carbon capture (coal doang murah, tapi gak green).","Sorry, maksud gue solar dibanding coal carbon capture (coal doang murah, tapi gak green).","Sorry, maksud gue solar dibanding coal carbon capture (coal doang murah, tapi gak green).","['sorry', 'surya', 'batubara carboncapture murah', 'carboncapture batubara', 'batubara', 'green']","['batubara', 'surya', 'green']","['batubara carboncapture murah', 'carboncapture batubara', 'green']","['sorry', 'surya', 'batubara carboncapture murah', 'carboncapture batubara', 'batubara', 'green']","['batubara', 'surya', 'green']","['batubara carboncapture murah', 'carboncapture batubara', 'green']","['batubara', 'green', 'surya']",3,0.5,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333
395,1,Jelas nuklir lebih murah dan ramah lingkungan.,Jelas nuklir lebih murah dan ramah lingkungan.,Jelas nuklir lebih murah dan ramah lingkungan.,Jelas nuklir lebih murah dan ramah lingkungan.,"['nuklir', 'lingkungan']","['nuklir', 'ramah_lingkungan']",['ramah lingkungan'],"['nuklir', 'lingkungan']","['nuklir', 'ramah_lingkungan']",['ramah lingkungan'],['nuklir'],1,0.5,1.0,0.5,1.0,0.0,0.0
395,2,"Cuma gue bayangin penolakan orang-orang kalo ada pltn disekitarnya, dan pejabat korup yg mangkas project pltn.","Cuma gue bayangin penolakan orang-orang kalo ada pltn disekitarnya, dan pejabat korup yg mangkas project pltn.","Cuma gue bayangin penolakan orang-orang kalo ada pltn disekitarnya, dan pejabat korup yg mangkas project pltn.","Cuma gue bayangin penolakan orang-orang kalo ada pltn disekitarnya, dan pejabat korup yg mangkas project pltn.","['penolakan orang-orang', 'orang-orang', 'pltn', 'pejabat korupsi', 'korupsi', 'project pltn', 'penolakan', 'project']","['korupsi', 'pltn']","['pejabat korupsi', 'project pltn', 'penolakan orang orang']","['penolakan orang-orang', 'orang-orang', 'pltn', 'pejabat korupsi', 'korupsi', 'project pltn', 'penolakan', 'project']","['korupsi', 'pltn']","['pejabat korupsi', 'project pltn', 'penolakan orang orang']","['korupsi', 'pltn']",2,0.25,1.0,1.0,1.0,0.0,0.0
396,0,"oh iya itu bener, orang2 masih parno Kalau korup paling mark up doang.","oh iya itu bener, orang2 masih parno Kalau korup paling mark up doang.","oh iya itu bener, orang2 masih parno Kalau korup paling mark up doang.","oh iya itu bener, orang2 masih parno Kalau korup paling mark up doang.","['korupsi mark', 'mark']",['korupsi'],"['korupsi mark', 'mark']","['korupsi mark', 'mark']",['korupsi'],"['korupsi mark', 'mark']",[],0,0.0,0.0,0.0,0.0,0.0,0.0
396,1,Kalau ada apa2 bakal digebukkin IAEA soalnya,Kalau ada apa2 bakal digebukkin IAEA soalnya,Kalau ada apa2 bakal digebukkin IAEA soalnya,Kalau ada apa2 bakal digebukkin IAEA soalnya,['iaea'],['iaea'],['iaea'],['iaea'],['iaea'],['iaea'],['iaea'],1,1.0,1.0,1.0,1.0,1.0,1.0
397,0,Wind dan solar itu ga bisa diandalkan,Wind dan solar itu ga bisa diandalkan,Wind dan solar itu ga bisa diandalkan,Wind dan solar itu ga bisa diandalkan,"['wind', 'surya']",[],['wind'],"['wind', 'surya']",[],['wind'],[],0,0.0,0.0,1.0,1.0,0.0,0.0
397,1,"karena ga stabil outputnya, kalau mau ganti PLTU batubara, harus ganti yang outputnya stabil juga kayak nuklir atau geothermal, dan itu berdua mahal.","karena ga stabil outputnya, kalau mau ganti PLTU batubara, harus ganti yang outputnya stabil juga kayak nuklir atau geothermal, dan itu berdua mahal.","karena ga stabil outputnya, kalau mau ganti PLTU batubara, harus ganti yang outputnya stabil juga kayak nuklir atau geothermal, dan itu berdua mahal.","karena ga stabil outputnya, kalau mau ganti PLTU batubara, harus ganti yang outputnya stabil juga kayak nuklir atau geothermal, dan itu berdua mahal.","['output', 'pltu batubara', 'batubara', 'outputnya', 'nuklir', 'geothermal', 'pltu']","['batubara', 'nuklir', 'geothermal', 'pltu']",['outputnya'],"['output', 'pltu batubara', 'batubara', 'outputnya', 'nuklir', 'geothermal', 'pltu']","['batubara', 'nuklir', 'geothermal', 'pltu']",['outputnya'],"['batubara', 'geothermal', 'nuklir', 'pltu']",4,0.5714285714285714,1.0,1.0,1.0,0.0,0.0
398,0,Coba hate speech netizen bisa dijadikan energi.,Coba hate speech netizen bisa dijadikan energi.,Coba hate speech netizen bisa dijadikan energi.,Coba hate speech netizen bisa dijadikan energi.,"['hate speech', 'speech netizen', 'netizen', 'energi', 'hate']",['energi'],"['hate speech', 'speech netizen', 'netizen']","['hate speech', 'speech netizen', 'netizen', 'energi', 'hate']",['energi'],"['hate speech', 'speech netizen', 'netizen']",['energi'],1,0.2,1.0,1.0,1.0,0.0,0.0
398,1,Pasti stabil dan masif,Pasti stabil dan masif,Pasti stabil dan masif,Pasti stabil dan masif,"['stabil', 'stabil masif']",[],"['stabil masif', 'stabil']","['stabil', 'stabil masif']",[],"['stabil masif', 'stabil']",[],0,0.0,0.0,1.0,1.0,0.0,0.0
399,0,"nuklir lebih murah dari PLTU, cuman costnya aja yang frontloaded.","nuklir lebih murah dari PLTU, cuman costnya aja yang frontloaded.","nuklir lebih murah dari PLTU, cuman costnya aja yang frontloaded.","nuklir lebih murah dari PLTU, cuman costnya aja yang frontloaded.","['nuklir', 'pltu', 'biaya']","['nuklir', 'biaya', 'pltu']","['nuklir', 'biaya', 'pltu']","['nuklir', 'pltu', 'biaya']","['nuklir', 'biaya', 'pltu']","['nuklir', 'biaya', 'pltu']","['biaya', 'nuklir', 'pltu']",3,1.0,1.0,1.0,1.0,1.0,1.0
399,1,Kalau dihitung long term operation mah murah banget,Kalau dihitung long term operation mah murah banget,Kalau dihitung long term operation mah murah banget,Kalau dihitung long term operation mah murah banget,"['dihitung', 'long term', 'term operation']",[],"['long term', 'term operation', 'dihitung']","['dihitung', 'long term', 'term operation']",[],"['long term', 'term operation', 'dihitung']",[],0,0.0,0.0,1.0,1.0,0.0,0.0
400,0,"Iya bener, nggak guna mobil listrik kalau nggak diimbangi pembangunan Geothermal atau sumber energi hijau lainnya kayak nuklir.","Iya bener, nggak guna mobil listrik kalau nggak diimbangi pembangunan Geothermal atau sumber energi hijau lainnya kayak nuklir.","Iya bener, nggak guna mobil listrik kalau nggak diimbangi pembangunan Geothermal atau sumber energi hijau lainnya kayak nuklir.","Iya bener, nggak guna mobil listrik kalau nggak diimbangi pembangunan Geothermal atau sumber energi hijau lainnya kayak nuklir.","['mobil', 'mobil listrik', 'listrik', 'pembangunan geothermal', 'geothermal', 'sumber energi', 'energi hijau', 'nuklir', 'pembangunan']","['energi', 'nuklir', 'geothermal', 'pembangunan', 'sumber']",['pembangunan'],"['mobil', 'mobil listrik', 'listrik', 'pembangunan geothermal', 'geothermal', 'sumber energi', 'energi hijau', 'nuklir', 'pembangunan']","['energi', 'nuklir', 'geothermal', 'pembangunan', 'sumber']",['pembangunan'],"['geothermal', 'nuklir', 'pembangunan']",3,0.3333333333333333,1.0,0.6,1.0,1.0,0.3333333333333333
400,1,Lebih bagus lagi kalau transisinya nunggu solid state battery atau hydrogen fuel cell.,Lebih bagus lagi kalau transisinya nunggu solid state battery atau hydrogen fuel cell.,Lebih bagus lagi kalau transisinya nunggu solid state battery atau hydrogen fuel cell.,Lebih bagus lagi kalau transisinya nunggu solid state battery atau hydrogen fuel cell.,"['transisi', 'solid state', 'baterai', 'hydrogen', 'fuel', 'cell', 'state']","['fuel', 'baterai']","['hydrogen', 'fuel', 'solid state']","['transisi', 'solid state', 'baterai', 'hydrogen', 'fuel', 'cell', 'state']","['fuel', 'baterai']","['hydrogen', 'fuel', 'solid state']","['baterai', 'fuel']",2,0.2857142857142857,1.0,1.0,1.0,0.3333333333333333,0.5
400,2,Nggak efisien kalau make BEV sekarang,Nggak efisien kalau make BEV sekarang,Nggak efisien kalau make BEV sekarang,Nggak efisien kalau make BEV sekarang,['bev'],[],['bev'],['bev'],[],['bev'],[],0,0.0,0.0,1.0,1.0,0.0,0.0
401,0,"Or even better, Nuclear Battery macam Fallout","Or even better, Nuclear Battery macam Fallout","Or even better, Nuclear Battery macam Fallout","Or even better, Nuclear Battery macam Fallout","['even', 'nuklir baterai fallout', 'baterai', 'fallout']","['nuklir', 'baterai']","['fallout', 'even']","['even', 'nuklir baterai fallout', 'baterai', 'fallout']","['nuklir', 'baterai']","['fallout', 'even']",['baterai'],1,0.25,1.0,0.5,1.0,0.0,0.0
402,0,Metro TV Breaking News: pengemudi mabuk kecelakaan.,Metro TV Breaking News: pengemudi mabuk kecelakaan.,Metro TV Breaking News: pengemudi mabuk kecelakaan.,Metro TV Breaking News: pengemudi mabuk kecelakaan.,"['metro tv', 'tv', 'news pengemudi', 'pengemudi', 'kecelakaan', 'metro']","['metro', 'tv', 'pengemudi', 'news', 'kecelakaan']","['news pengemudi', 'metro tv', 'pengemudi']","['metro tv', 'tv', 'news pengemudi', 'pengemudi', 'kecelakaan', 'metro']","['metro', 'tv', 'pengemudi', 'news', 'kecelakaan']","['news pengemudi', 'metro tv', 'pengemudi']","['kecelakaan', 'metro', 'pengemudi', 'tv']",4,0.6666666666666666,1.0,0.8,1.0,0.3333333333333333,0.25
402,1,SCBD dan Senopati terkontaminasi,SCBD dan Senopati terkontaminasi,SCBD dan Senopati terkontaminasi,SCBD dan Senopati terkontaminasi,"['scbd', 'senopati']","['scbd', 'senopati']","['scbd', 'senopati']","['scbd', 'senopati']","['scbd', 'senopati']","['scbd', 'senopati']","['scbd', 'senopati']",2,1.0,1.0,1.0,1.0,1.0,1.0
403,0,imagine nuclear fallout caused by emak2 motor,imagine nuclear fallout caused by emak2 motor,imagine nuclear fallout caused by emak2 motor,imagine nuclear fallout caused by emak2 motor,"['imagine', 'nuklir', 'fallout', 'caused', 'motor']",['nuklir'],"['fallout', 'motor', 'caused']","['imagine', 'nuklir', 'fallout', 'caused', 'motor']",['nuklir'],"['fallout', 'motor', 'caused']",['nuklir'],1,0.2,1.0,1.0,1.0,0.0,0.0
404,0,You mean the one that creates a mini nuclear explosion if you shoot at it?,You mean the one that creates a mini nuclear explosion if you shoot at it?,You mean the one that creates a mini nuclear explosion if you shoot at it?,You mean the one that creates a mini nuclear explosion if you shoot at it?,"['mean', 'one nuklir', 'creates', 'nuklir', 'explosion', 'shoot']",['nuklir'],"['explosion', 'shoot', 'creates']","['mean', 'one nuklir', 'creates', 'nuklir', 'explosion', 'shoot']",['nuklir'],"['explosion', 'shoot', 'creates']",['nuklir'],1,0.16666666666666666,1.0,1.0,1.0,0.0,0.0
406,0,Ga jadi kepake nikelnya kalo nunggu solid state (dan maybe masih 1 periode kepresidenan lagi sebelum,Ga jadi kepake nikelnya kalo nunggu solid state (dan maybe masih 1 periode kepresidenan lagi sebelum,Ga jadi kepake nikelnya kalo nunggu solid state (dan maybe masih <NUM> periode kepresidenan lagi sebelum,Ga jadi kepake nikelnya kalo nunggu solid state (dan maybe masih <NUM> periode kepresidenan lagi sebelum,"['nikel', 'solid state', 'maybe', 'periode kepresidenan', 'kepresidenan', 'state', 'periode']","['kepresidenan', 'periode', 'maybe', 'state']","['periode kepresidenan', 'kepresidenan', 'solid state']","['nikel', 'solid state', 'maybe', 'periode kepresidenan', 'kepresidenan', 'state', 'periode']","['kepresidenan', 'periode', 'maybe', 'state']","['periode kepresidenan', 'kepresidenan', 'solid state']","['kepresidenan', 'maybe', 'periode', 'state']",4,0.5714285714285714,1.0,1.0,1.0,0.3333333333333333,0.25
406,1,jadi mainstream) hydrogen fuel cell Boros di infrastruktur dan logistiknya,jadi mainstream) hydrogen fuel cell Boros di infrastruktur dan logistiknya,jadi mainstream) hydrogen fuel cell Boros di infrastruktur dan logistiknya,jadi mainstream) hydrogen fuel cell Boros di infrastruktur dan logistiknya,"['hydrogen boros', 'fuel', 'cell', 'infrastruktur', 'logistik']",['fuel'],"['hydrogen boros', 'infrastruktur', 'fuel']","['hydrogen boros', 'fuel', 'cell', 'infrastruktur', 'logistik']",['fuel'],"['hydrogen boros', 'infrastruktur', 'fuel']",['fuel'],1,0.2,1.0,1.0,1.0,0.3333333333333333,1.0
407,0,Hydrogen fuel cell ini sebenernya yg lagi diresearch sm Toyota jepang 1 dekade terakhir,Hydrogen fuel cell ini sebenernya yg lagi diresearch sm Toyota jepang 1 dekade terakhir,Hydrogen fuel cell ini sebenernya yg lagi diresearch sm Toyota jepang <NUM> dekade terakhir,Hydrogen fuel cell ini sebenernya yg lagi diresearch sm Toyota jepang <NUM> dekade terakhir,"['hydrogen', 'fuel', 'cell', 'toyota dekade', 'jepang', 'dekade', 'toyota']","['fuel', 'jepang']","['hydrogen', 'fuel', 'dekade']","['hydrogen', 'fuel', 'cell', 'toyota dekade', 'jepang', 'dekade', 'toyota']","['fuel', 'jepang']","['hydrogen', 'fuel', 'dekade']","['fuel', 'jepang']",2,0.2857142857142857,1.0,1.0,1.0,0.3333333333333333,0.5
407,1,karena bwt mereka EV ga cocok bwt negara jepang dan sustainability nya ga masuk.,karena bwt mereka EV ga cocok bwt negara jepang dan sustainability nya ga masuk.,karena bwt mereka EV ga cocok bwt negara jepang dan sustainability nya ga masuk.,karena bwt mereka EV ga cocok bwt negara jepang dan sustainability nya ga masuk.,"['ev', 'negara', 'jepang', 'sustainability']","['jepang', 'negara']","['sustainability', 'ev']","['ev', 'negara', 'jepang', 'sustainability']","['jepang', 'negara']","['sustainability', 'ev']","['jepang', 'negara']",2,0.5,1.0,1.0,1.0,0.0,0.0
407,2,Cm gara2 tesla release EV makanya jadi kebawa2 dah produsen laen rilis EV,Cm gara2 tesla release EV makanya jadi kebawa2 dah produsen laen rilis EV,Cm gara2 tesla release EV makanya jadi kebawa2 dah produsen laen rilis EV,Cm gara2 tesla release EV makanya jadi kebawa2 dah produsen laen rilis EV,"['tesla', 'produsen rilis', 'rilis ev', 'ev', 'produsen']","['produsen', 'ev', 'tesla', 'rilis']","['produsen', 'produsen rilis', 'ev']","['tesla', 'produsen rilis', 'rilis ev', 'ev', 'produsen']","['produsen', 'ev', 'tesla', 'rilis']","['produsen', 'produsen rilis', 'ev']","['ev', 'produsen', 'tesla']",3,0.6,1.0,0.75,1.0,0.6666666666666666,0.6666666666666666
